sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
369,A giraffe laying on the ground near a fence.,1,AI-Generated,3,SD3,train
370,A giraffe laying on the ground near a fence.,1,AI-Generated,4,DALLE3,train
371,A giraffe laying on the ground near a fence.,1,AI-Generated,5,Midjourney,train
372,A large building with a clock on it's face and a bird statue on top.,0,Real,0,Real,train
373,A large building with a clock on it's face and a bird statue on top.,1,AI-Generated,1,SD21,train
374,A large building with a clock on it's face and a bird statue on top.,1,AI-Generated,2,SDXL,train
375,A large building with a clock on it's face and a bird statue on top.,1,AI-Generated,3,SD3,train
376,A large building with a clock on it's face and a bird statue on top.,1,AI-Generated,4,DALLE3,train
377,A large building with a clock on it's face and a bird statue on top.,1,AI-Generated,5,Midjourney,train
378,The small dog sitting in the center of the walkway.,0,Real,0,Real,train
379,The small dog sitting in the center of the walkway.,1,AI-Generated,1,SD21,train
380,The small dog sitting in the center of the walkway.,1,AI-Generated,2,SDXL,train
381,The small dog sitting in the center of the walkway.,1,AI-Generated,3,SD3,train
382,The small dog sitting in the center of the walkway.,1,AI-Generated,4,DALLE3,train
383,The small dog sitting in the center of the walkway.,1,AI-Generated,5,Midjourney,train
384,A bathroom with a reflection of a television and a sink.,0,Real,0,Real,train
385,A bathroom with a reflection of a television and a sink.,1,AI-Generated,1,SD21,train
386,A bathroom with a reflection of a television and a sink.,1,AI-Generated,2,SDXL,train
387,A bathroom with a reflection of a television and a sink.,1,AI-Generated,3,SD3,train
388,A bathroom with a reflection of a television and a sink.,1,AI-Generated,4,DALLE3,train
389,A bathroom with a reflection of a television and a sink.,1,AI-Generated,5,Midjourney,train
390,A crowd of people standing around a field.,0,Real,0,Real,train
391,A crowd of people standing around a field.,1,AI-Generated,1,SD21,train
392,A crowd of people standing around a field.,1,AI-Generated,2,SDXL,train
393,A crowd of people standing around a field.,1,AI-Generated,3,SD3,train
394,A crowd of people standing around a field.,1,AI-Generated,4,DALLE3,train
395,A crowd of people standing around a field.,1,AI-Generated,5,Midjourney,train
396,A bicycle resting outside of a building door,0,Real,0,Real,train
397,A bicycle resting outside of a building door,1,AI-Generated,1,SD21,train
398,A bicycle resting outside of a building door,1,AI-Generated,2,SDXL,train
399,A bicycle resting outside of a building door,1,AI-Generated,3,SD3,train
400,A bicycle resting outside of a building door,1,AI-Generated,4,DALLE3,train
401,A bicycle resting outside of a building door,1,AI-Generated,5,Midjourney,train
402,An elephant walking across a lush grass covered field.,0,Real,0,Real,train
403,An elephant walking across a lush grass covered field.,1,AI-Generated,1,SD21,train
404,An elephant walking across a lush grass covered field.,1,AI-Generated,2,SDXL,train
405,An elephant walking across a lush grass covered field.,1,AI-Generated,3,SD3,train
406,An elephant walking across a lush grass covered field.,1,AI-Generated,4,DALLE3,train
407,An elephant walking across a lush grass covered field.,1,AI-Generated,5,Midjourney,train
408,A large fount sitting in the middle of a city.,0,Real,0,Real,train
409,A large fount sitting in the middle of a city.,1,AI-Generated,1,SD21,train
410,A large fount sitting in the middle of a city.,1,AI-Generated,2,SDXL,train
411,A large fount sitting in the middle of a city.,1,AI-Generated,3,SD3,train
412,A large fount sitting in the middle of a city.,1,AI-Generated,4,DALLE3,train
413,A large fount sitting in the middle of a city.,1,AI-Generated,5,Midjourney,train
414,A man standing by a large air gondola that is docked in a station,0,Real,0,Real,train
415,A man standing by a large air gondola that is docked in a station,1,AI-Generated,1,SD21,train
416,A man standing by a large air gondola that is docked in a station,1,AI-Generated,2,SDXL,train
417,A man standing by a large air gondola that is docked in a station,1,AI-Generated,3,SD3,train
418,A man standing by a large air gondola that is docked in a station,1,AI-Generated,4,DALLE3,train
419,A man standing by a large air gondola that is docked in a station,1,AI-Generated,5,Midjourney,train
420,"An old, rickety wooden  bench near the woods.",0,Real,0,Real,train
421,"An old, rickety wooden  bench near the woods.",1,AI-Generated,1,SD21,train
422,"An old, rickety wooden  bench near the woods.",1,AI-Generated,2,SDXL,train
423,"An old, rickety wooden  bench near the woods.",1,AI-Generated,3,SD3,train
424,"An old, rickety wooden  bench near the woods.",1,AI-Generated,4,DALLE3,train
425,"An old, rickety wooden  bench near the woods.",1,AI-Generated,5,Midjourney,train
426,a rustic kitchen with lots of stonework and wood accents,0,Real,0,Real,train
427,a rustic kitchen with lots of stonework and wood accents,1,AI-Generated,1,SD21,train
428,a rustic kitchen with lots of stonework and wood accents,1,AI-Generated,2,SDXL,train
429,a rustic kitchen with lots of stonework and wood accents,1,AI-Generated,3,SD3,train
430,a rustic kitchen with lots of stonework and wood accents,1,AI-Generated,4,DALLE3,train
431,a rustic kitchen with lots of stonework and wood accents,1,AI-Generated,5,Midjourney,train
432,A group of people boarding in airplane on a runway..,0,Real,0,Real,train
433,A group of people boarding in airplane on a runway..,1,AI-Generated,1,SD21,train
434,A group of people boarding in airplane on a runway..,1,AI-Generated,2,SDXL,train
435,A group of people boarding in airplane on a runway..,1,AI-Generated,3,SD3,train
436,A group of people boarding in airplane on a runway..,1,AI-Generated,4,DALLE3,train
437,A group of people boarding in airplane on a runway..,1,AI-Generated,5,Midjourney,train
438,A woman sitting on a bench next to a child in a stroller.,0,Real,0,Real,train
439,A woman sitting on a bench next to a child in a stroller.,1,AI-Generated,1,SD21,train
440,A woman sitting on a bench next to a child in a stroller.,1,AI-Generated,2,SDXL,train
441,A woman sitting on a bench next to a child in a stroller.,1,AI-Generated,3,SD3,train
442,A woman sitting on a bench next to a child in a stroller.,1,AI-Generated,4,DALLE3,train
443,A woman sitting on a bench next to a child in a stroller.,1,AI-Generated,5,Midjourney,train
444,Two birds standing side by side on a branch,0,Real,0,Real,train
445,Two birds standing side by side on a branch,1,AI-Generated,1,SD21,train
446,Two birds standing side by side on a branch,1,AI-Generated,2,SDXL,train
447,Two birds standing side by side on a branch,1,AI-Generated,3,SD3,train
448,Two birds standing side by side on a branch,1,AI-Generated,4,DALLE3,train
449,Two birds standing side by side on a branch,1,AI-Generated,5,Midjourney,train
450,a close up of three giraffes in a structure near a brick wall,0,Real,0,Real,train
451,a close up of three giraffes in a structure near a brick wall,1,AI-Generated,1,SD21,train
452,a close up of three giraffes in a structure near a brick wall,1,AI-Generated,2,SDXL,train
453,a close up of three giraffes in a structure near a brick wall,1,AI-Generated,3,SD3,train
454,a close up of three giraffes in a structure near a brick wall,1,AI-Generated,4,DALLE3,train
455,a close up of three giraffes in a structure near a brick wall,1,AI-Generated,5,Midjourney,train
456,a black and white sign some trees fence and buildings,0,Real,0,Real,train
457,a black and white sign some trees fence and buildings,1,AI-Generated,1,SD21,train
458,a black and white sign some trees fence and buildings,1,AI-Generated,2,SDXL,train
459,a black and white sign some trees fence and buildings,1,AI-Generated,3,SD3,train
460,a black and white sign some trees fence and buildings,1,AI-Generated,4,DALLE3,train
461,a black and white sign some trees fence and buildings,1,AI-Generated,5,Midjourney,train
462,this bathroom is big and has a jacuzzi tub made of wood,0,Real,0,Real,train
463,this bathroom is big and has a jacuzzi tub made of wood,1,AI-Generated,1,SD21,train
464,this bathroom is big and has a jacuzzi tub made of wood,1,AI-Generated,2,SDXL,train
465,this bathroom is big and has a jacuzzi tub made of wood,1,AI-Generated,3,SD3,train
466,this bathroom is big and has a jacuzzi tub made of wood,1,AI-Generated,4,DALLE3,train
467,this bathroom is big and has a jacuzzi tub made of wood,1,AI-Generated,5,Midjourney,train
468,A flock of ducks splashing and playing in the water.,0,Real,0,Real,train
469,A flock of ducks splashing and playing in the water.,1,AI-Generated,1,SD21,train
470,A flock of ducks splashing and playing in the water.,1,AI-Generated,2,SDXL,train
471,A flock of ducks splashing and playing in the water.,1,AI-Generated,3,SD3,train
472,A flock of ducks splashing and playing in the water.,1,AI-Generated,4,DALLE3,train
473,A flock of ducks splashing and playing in the water.,1,AI-Generated,5,Midjourney,train
474,A Giraffe standing in green grass with a house in the background.,0,Real,0,Real,train
475,A Giraffe standing in green grass with a house in the background.,1,AI-Generated,1,SD21,train
476,A Giraffe standing in green grass with a house in the background.,1,AI-Generated,2,SDXL,train
477,A Giraffe standing in green grass with a house in the background.,1,AI-Generated,3,SD3,train
478,A Giraffe standing in green grass with a house in the background.,1,AI-Generated,4,DALLE3,train
479,A Giraffe standing in green grass with a house in the background.,1,AI-Generated,5,Midjourney,train
480,People gathering at an old building to eat on a sunny day,0,Real,0,Real,train
481,People gathering at an old building to eat on a sunny day,1,AI-Generated,1,SD21,train
482,People gathering at an old building to eat on a sunny day,1,AI-Generated,2,SDXL,train
483,People gathering at an old building to eat on a sunny day,1,AI-Generated,3,SD3,train
484,People gathering at an old building to eat on a sunny day,1,AI-Generated,4,DALLE3,train
485,People gathering at an old building to eat on a sunny day,1,AI-Generated,5,Midjourney,train
486,a close up of a toilet with tiled walls ,0,Real,0,Real,train
487,a close up of a toilet with tiled walls ,1,AI-Generated,1,SD21,train
488,a close up of a toilet with tiled walls ,1,AI-Generated,2,SDXL,train
489,a close up of a toilet with tiled walls ,1,AI-Generated,3,SD3,train
490,a close up of a toilet with tiled walls ,1,AI-Generated,4,DALLE3,train
491,a close up of a toilet with tiled walls ,1,AI-Generated,5,Midjourney,train
492,A mama and a baby duck are swimming in the water. ,0,Real,0,Real,train
493,A mama and a baby duck are swimming in the water. ,1,AI-Generated,1,SD21,train
494,A mama and a baby duck are swimming in the water. ,1,AI-Generated,2,SDXL,train
495,A mama and a baby duck are swimming in the water. ,1,AI-Generated,3,SD3,train
496,A mama and a baby duck are swimming in the water. ,1,AI-Generated,4,DALLE3,train
497,A mama and a baby duck are swimming in the water. ,1,AI-Generated,5,Midjourney,train
498,An older model double deck tour bus sitting on a road side.,0,Real,0,Real,train
499,An older model double deck tour bus sitting on a road side.,1,AI-Generated,1,SD21,train
500,An older model double deck tour bus sitting on a road side.,1,AI-Generated,2,SDXL,train
501,An older model double deck tour bus sitting on a road side.,1,AI-Generated,3,SD3,train
502,An older model double deck tour bus sitting on a road side.,1,AI-Generated,4,DALLE3,train
503,An older model double deck tour bus sitting on a road side.,1,AI-Generated,5,Midjourney,train
504,A kitchen counter with pots hanging above it and several objects in the corner.,0,Real,0,Real,train
505,A kitchen counter with pots hanging above it and several objects in the corner.,1,AI-Generated,1,SD21,train
506,A kitchen counter with pots hanging above it and several objects in the corner.,1,AI-Generated,2,SDXL,train
507,A kitchen counter with pots hanging above it and several objects in the corner.,1,AI-Generated,3,SD3,train
508,A kitchen counter with pots hanging above it and several objects in the corner.,1,AI-Generated,4,DALLE3,train
509,A kitchen counter with pots hanging above it and several objects in the corner.,1,AI-Generated,5,Midjourney,train
510,A city street with delivery trucks and a bus.,0,Real,0,Real,train
511,A city street with delivery trucks and a bus.,1,AI-Generated,1,SD21,train
512,A city street with delivery trucks and a bus.,1,AI-Generated,2,SDXL,train
513,A city street with delivery trucks and a bus.,1,AI-Generated,3,SD3,train
514,A city street with delivery trucks and a bus.,1,AI-Generated,4,DALLE3,train
515,A city street with delivery trucks and a bus.,1,AI-Generated,5,Midjourney,train
516,A person sits on top of a motorcycle with a stuffed toy.,0,Real,0,Real,train
517,A person sits on top of a motorcycle with a stuffed toy.,1,AI-Generated,1,SD21,train
518,A person sits on top of a motorcycle with a stuffed toy.,1,AI-Generated,2,SDXL,train
519,A person sits on top of a motorcycle with a stuffed toy.,1,AI-Generated,3,SD3,train
520,A person sits on top of a motorcycle with a stuffed toy.,1,AI-Generated,4,DALLE3,train
521,A person sits on top of a motorcycle with a stuffed toy.,1,AI-Generated,5,Midjourney,train
522,A man wearing a hat sitting on top of a boat.,0,Real,0,Real,train
523,A man wearing a hat sitting on top of a boat.,1,AI-Generated,1,SD21,train
524,A man wearing a hat sitting on top of a boat.,1,AI-Generated,2,SDXL,train
525,A man wearing a hat sitting on top of a boat.,1,AI-Generated,3,SD3,train
526,A man wearing a hat sitting on top of a boat.,1,AI-Generated,4,DALLE3,train
527,A man wearing a hat sitting on top of a boat.,1,AI-Generated,5,Midjourney,train
528,A dog by a bench in a park ,0,Real,0,Real,train
529,A dog by a bench in a park ,1,AI-Generated,1,SD21,train
530,A dog by a bench in a park ,1,AI-Generated,2,SDXL,train
